"ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","YEAR","ESTU_DEPTO_RESIDE","ESTU_MCPIO_RESIDE","FAMI_ESTRATOVIVIENDA","COLE_BILINGUE","COLE_CARACTER","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","ESTU_INSE_INDIVIDUAL","ESTU_NSE_INDIVIDUAL"
"F",2004-08-08,20214,"2021","CESAR","CHIRIGUANÁ","Estrato 1","N","TÉCNICO/ACADÉMICO",50,37,30,45,55,208,2,2,2,1,"A1",54.6916308426065,3
"M",1999-06-26,20214,"2021","CASANARE","PAZ DE ARIPORO","Sin Estrato","N","ACADÉMICO",35,35,44,36,NA,188,1,1,1,2,"",34.3378319929645,1
"F",2005-06-14,20224,"2022","ANTIOQUIA","COPACABANA","Estrato 2","N","TÉCNICO",62,54,57,49,68,282,3,3,2,3,"B1",55.7527147964263,3
"F",2004-01-20,20204,"2020","NARIÑO","SAN ANDRÉS DE TUMACO","Estrato 1","N","ACADÉMICO",55,52,34,44,42,230,3,3,2,1,"A-",49.2418701162545,2
"F",2006-07-11,20234,"2023","SANTANDER","BUCARAMANGA","Estrato 4","N","ACADÉMICO",64,69,60,57,61,312,3,3,3,3,"A2",56.2354072632973,3
"M",2004-07-25,20214,"2021","ATLANTICO","SOLEDAD","Estrato 1","N","TÉCNICO",63,63,56,69,58,312,3,3,3,3,"A2",53.049574476215,3
"F",2004-06-12,20214,"2021","VALLE","YUMBO","Estrato 3","N","TÉCNICO",52,34,39,47,34,212,3,1,2,1,"A-",54.1457192142167,3
"F",2003-12-14,20204,"2020","PUTUMAYO","ORITO","Estrato 1","N","TÉCNICO/ACADÉMICO",61,54,55,47,45,268,3,3,2,2,"A-",37.3752845131603,1
"M",2002-09-20,20224,"2022","CESAR","AGUACHICA","Sin Estrato","N","NO APLICA",43,29,40,33,36,181,2,1,1,1,"A-",NA,NA
"F",2006-12-05,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 3","N","ACADÉMICO",58,56,53,56,59,280,3,3,3,2,"A2",60.7002773682856,3
"M",2003-09-01,20214,"2021","CUNDINAMARCA","SOPÓ","Estrato 3","N","TÉCNICO/ACADÉMICO",67,59,69,61,60,318,4,3,3,3,"A2",71.0051930722744,4
"M",2004-08-02,20234,"2023","CAUCA","GUAPÍ","Sin Estrato","N","TÉCNICO",38,38,43,40,37,198,2,2,1,2,"A-",37.4251972213123,1
"M",2004-01-03,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",38,46,41,45,51,216,2,2,2,2,"A1",56.7037961555035,3
"M",2005-09-08,20234,"2023","VALLE","CALI","Sin Estrato","N","TÉCNICO/ACADÉMICO",60,56,55,62,51,288,3,3,3,2,"A1",NA,NA
"M",2003-05-01,20204,"2020","HUILA","CAMPOALEGRE","Estrato 2","N","TÉCNICO",35,27,32,38,39,167,1,1,1,1,"A-",41.5222620359461,2
"M",2006-02-01,20224,"2022","NARIÑO","PASTO","Estrato 3","S","ACADÉMICO",59,58,58,59,69,297,3,3,3,3,"B1",55.0087923479312,3
"F",2004-05-15,20214,"2021","NARIÑO","PASTO","Estrato 2","N","ACADÉMICO",45,43,50,49,62,240,2,2,2,2,"A2",65.6061700572459,4
"M",2005-01-02,20234,"2023","ANTIOQUIA","LIBORINA","Estrato 2","N","ACADÉMICO",47,34,40,28,38,187,2,1,1,1,"A-",52.6172841562631,3
"M",2005-07-29,20234,"2023","CUNDINAMARCA","FACATATIVÁ","Estrato 1","N","TÉCNICO/ACADÉMICO",53,45,53,53,57,257,3,2,2,2,"A1",44.8038680592681,2
"F",2003-06-25,20204,"2020","META","PUERTO RICO","Sin Estrato","N","ACADÉMICO",43,33,36,34,35,182,2,1,1,1,"A-",42.3507237427087,2
"M",2004-09-08,20214,"2021","BOYACA","BUENAVISTA","Estrato 2","N","ACADÉMICO",57,60,53,51,40,270,3,3,2,2,"A-",41.2839132641999,2
"F",2006-03-21,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",63,62,61,50,65,297,3,3,2,3,"A2",58.8021498005488,3
"F",2005-07-26,20224,"2022","CAUCA","TORIBÍO","Estrato 1","S","TÉCNICO",46,46,36,37,37,205,2,2,1,1,"A-",43.6297364155012,2
"F",2007-11-09,20234,"2023","MAGDALENA","TENERIFE","Estrato 1","N","TÉCNICO/ACADÉMICO",42,39,38,36,43,195,2,2,1,1,"A-",42.614461964882,2
"M",2006-10-29,20234,"2023","TOLIMA","COYAIMA","Estrato 1","N","TÉCNICO/ACADÉMICO",30,38,30,36,38,169,1,2,1,1,"A-",48.3932909014878,2
"M",2002-02-25,20204,"2020","MAGDALENA","SANTA MARTA","Estrato 1","N","TÉCNICO/ACADÉMICO",66,66,57,43,42,284,4,3,2,3,"A-",39.7337924853922,1
"M",2006-02-28,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",65,61,61,59,79,314,3,3,3,3,"B+",62.7056831913497,3
"F",2004-10-19,20234,"2023","ARAUCA","ARAUQUITA","Estrato 1","N","TÉCNICO",57,62,59,60,52,295,3,3,3,3,"A1",41.7482148909966,2
"F",2002-12-12,20214,"2021","ANTIOQUIA","CAUCASIA","Estrato 1","N","TÉCNICO/ACADÉMICO",49,45,33,39,28,202,2,2,1,1,"A-",42.7637938378362,2
"M",2005-04-22,20234,"2023","CAUCA","PADILLA","Sin Estrato","N","ACADÉMICO",31,48,32,31,46,182,1,2,1,1,"A-",49.9855648919689,2
"M",2005-09-23,20224,"2022","VALLE","CALI","Estrato 1","N","TÉCNICO",67,64,69,61,48,320,4,3,3,3,"A1",NA,NA
"F",2003-03-23,20214,"2021","SUCRE","COROZAL","Estrato 1","N","ACADÉMICO",52,55,47,44,36,242,3,3,2,2,"A-",46.7814575035732,2
"M",2002-09-12,20204,"2020","CHOCO","UNGUÍA","Estrato 1","N","TÉCNICO/ACADÉMICO",43,40,30,42,31,191,2,2,2,1,"A-",52.5981066992868,3
"F",2004-12-13,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",53,43,36,44,67,229,3,2,2,1,"A2",58.457741045584,3
"F",2005-10-28,20224,"2022","CUNDINAMARCA","GIRARDOT","Estrato 4","N","NO APLICA",60,61,55,62,66,300,3,3,3,2,"A2",57.6848297187514,3
"M",1999-08-03,20204,"2020","ANTIOQUIA","VIGÍA DEL FUERTE","Estrato 6","N","ACADÉMICO",30,26,38,39,39,168,1,1,1,1,"A-",50.5512733327375,2
"F",2005-12-01,20224,"2022","VALLE","CALI","Estrato 2","S","TÉCNICO/ACADÉMICO",73,75,69,69,100,368,4,4,3,3,"B+",54.6866395023956,3
"F",2005-11-24,20224,"2022","ANTIOQUIA","VALDIVIA","Estrato 2","N","TÉCNICO/ACADÉMICO",45,45,48,42,40,223,2,2,2,2,"A-",40.9577024608535,1
"F",2003-10-30,20224,"2022","PUTUMAYO","PUERTO ASÍS","Sin Estrato","N","TÉCNICO",36,40,45,43,39,204,2,2,2,2,"A-",47.1744850721778,2
"F",2005-03-18,20234,"2023","ATLANTICO","BARRANQUILLA","Estrato 2","N","ACADÉMICO",46,45,30,49,45,213,2,2,2,1,"A-",48.9444591665308,2
"F",2004-06-22,20214,"2021","SANTANDER","FLORIDABLANCA","Estrato 2","N","TÉCNICO/ACADÉMICO",59,52,39,48,58,251,3,3,2,1,"A2",48.592940013544,2
"M",2005-08-23,20214,"2021","VALLE","CALI","Estrato 1","N","TÉCNICO",46,55,43,50,51,243,2,3,2,2,"A1",56.4946013455563,3
"F",2003-05-13,20214,"2021","SANTANDER","FLORIDABLANCA","Estrato 2","N","TÉCNICO/ACADÉMICO",58,54,44,47,53,255,3,3,2,2,"A1",45.437222750509,2
"F",1979-05-06,20234,"2023","MAGDALENA","EL RETÉN","Sin Estrato","N","TÉCNICO/ACADÉMICO",32,24,34,29,0,137,1,1,1,1,"A-",NA,NA
"M",2005-02-15,20224,"2022","BOLIVAR","CARTAGENA DE INDIAS","Estrato 3","N","ACADÉMICO",54,48,32,47,57,231,3,2,2,1,"A1",55.2842571162851,3
"F",2003-08-23,20204,"2020","TOLIMA","RONCESVALLES","Estrato 2","N","TÉCNICO/ACADÉMICO",60,59,60,55,52,290,3,3,2,3,"A1",53.176597635013,3
"M",2003-10-20,20204,"2020","CUNDINAMARCA","GUADUAS","Estrato 2","N","TÉCNICO/ACADÉMICO",63,71,71,70,65,342,3,4,3,4,"A2",49.624363095202,2
"F",2005-02-20,20214,"2021","TOLIMA","ATACO","Estrato 3","N","TÉCNICO/ACADÉMICO",55,51,49,52,42,255,3,3,2,2,"A-",41.6304730068702,2
"F",2005-07-14,20224,"2022","BOYACA","PAIPA","Estrato 1","N","TÉCNICO/ACADÉMICO",38,47,43,43,34,210,2,2,2,2,"A-",37.6546157916346,1
"M",2005-05-14,20224,"2022","META","VILLAVICENCIO","Estrato 2","N","ACADÉMICO",61,68,63,61,60,315,3,3,3,3,"A2",55.7501229569541,3
"M",2004-08-23,20204,"2020","HUILA","RIVERA","Estrato 3","N","ACADÉMICO",73,71,72,73,68,360,4,4,4,4,"B1",65.6914002649553,4
"F",1993-07-18,20214,"2021","LA GUAJIRA","MAICAO","Estrato 6","N","ACADÉMICO",41,33,45,38,NA,196,2,1,1,2,"",46.4979586536101,2
"M",2003-03-30,20204,"2020","NARIÑO","SAMANIEGO","Estrato 1","N","ACADÉMICO",50,47,48,41,46,232,2,2,2,2,"A-",50.8673806053897,2
"F",2003-08-15,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",72,77,60,59,42,325,4,4,3,3,"A-",47.9476114462558,2
"M",2007-07-06,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",81,65,68,65,79,352,4,3,3,3,"B+",63.9107774701378,3
"M",2004-06-14,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",42,49,40,41,48,217,2,2,2,1,"A1",60.0577792059769,3
"F",2003-12-15,20214,"2021","CUNDINAMARCA","FUSAGASUGÁ","Estrato 2","N","TÉCNICO",60,47,55,51,44,263,3,2,2,2,"A-",43.0217941590218,2
"M",2006-01-17,20234,"2023","CALDAS","VILLAMARÍA","Estrato 3","N","ACADÉMICO",52,39,35,37,42,204,3,2,1,1,"A-",51.9831636639699,3
"F",2004-04-29,20204,"2020","HUILA","GARZÓN","Estrato 1","N","ACADÉMICO",54,58,45,47,35,249,3,3,2,2,"A-",44.7441960773601,2
"M",2004-12-27,20214,"2021","ATLANTICO","SOLEDAD","Estrato 2","N","TÉCNICO",36,30,33,41,37,176,2,1,2,1,"A-",48.7599244806522,2
"M",2003-12-22,20214,"2021","TOLIMA","PURIFICACIÓN","Estrato 2","N","ACADÉMICO",35,37,35,42,37,186,1,2,2,1,"A-",41.7774166255117,2
"F",2006-11-18,20234,"2023","VALLE","CALI","Estrato 1","N","TÉCNICO",52,49,46,50,45,245,3,2,2,2,"A-",50.0717790760258,2
"F",2004-12-30,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",52,50,42,46,46,237,3,2,2,2,"A-",40.1531761744243,1
"M",2004-03-02,20214,"2021","NORTE SANTANDER","CÚCUTA","Estrato 2","N","ACADÉMICO",48,61,33,49,56,242,2,3,2,1,"A1",60.3844896450132,3
"F",2002-03-23,20234,"2023","NARIÑO","POLICARPA","Sin Estrato","N","NO APLICA",50,40,48,42,46,225,2,2,2,2,"A-",NA,NA
"F",2003-12-17,20224,"2022","BOLIVAR","CARTAGENA DE INDIAS","Estrato 2","N","TÉCNICO/ACADÉMICO",67,51,54,50,47,274,4,3,2,2,"A-",50.4892723041381,2
"M",2004-09-26,20214,"2021","SANTANDER","BUCARAMANGA","Estrato 5","N","ACADÉMICO",68,71,68,69,72,346,4,4,3,3,"B1",63.7472714948777,3
"M",2006-04-27,20224,"2022","SANTANDER","BUCARAMANGA","Estrato 1","N","TÉCNICO/ACADÉMICO",58,54,56,51,52,273,3,3,2,3,"A1",49.4411038056652,2
"F",2006-07-04,20224,"2022","LA GUAJIRA","RIOHACHA","Estrato 1","N","ACADÉMICO",71,68,80,65,72,355,4,3,3,4,"B1",51.7894094704505,3
"M",2002-05-10,20214,"2021","HUILA","LA PLATA","Estrato 1","N","TÉCNICO",43,43,42,44,50,218,2,2,2,2,"A1",36.2163407859095,1
"M",2006-03-04,20234,"2023","SANTANDER","CIMITARRA","Estrato 1","N","ACADÉMICO",41,51,30,38,40,200,2,3,1,1,"A-",38.6784894373267,1
"F",2005-09-09,20234,"2023","NARIÑO","NARIÑO","Estrato 4","N","ACADÉMICO",56,48,54,35,46,240,3,2,1,2,"A-",NA,NA
"F",2002-02-05,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",48,61,56,53,46,269,2,3,2,3,"A-",50.7454899746278,2
"F",2003-12-27,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",79,66,73,71,74,362,4,3,4,4,"B1",62.9019514157195,3
"M",2005-01-08,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",63,69,61,59,70,318,3,3,3,3,"B1",53.6947882464214,3
"F",2006-10-17,20234,"2023","LA GUAJIRA","MAICAO","Estrato 2","N","TÉCNICO/ACADÉMICO",46,44,43,43,50,222,2,2,2,2,"A1",45.4760583453007,2
"F",2003-03-01,20214,"2021","ANTIOQUIA","SAN PEDRO DE LOS MILAGROS","Estrato 2","N","TÉCNICO/ACADÉMICO",53,52,47,46,40,244,3,3,2,2,"A-",48.2449076733523,2
"M",2005-02-17,20234,"2023","VALLE","CALI","Estrato 4","N","NO APLICA",43,42,40,38,47,206,2,2,1,1,"A-",48.4310627615569,2
"F",2003-06-04,20204,"2020","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",59,59,64,61,56,302,3,3,3,3,"A1",53.4702470729678,3
"M",2004-08-19,20224,"2022","VALLE","CALI","Estrato 1","N","TÉCNICO/ACADÉMICO",45,53,48,49,47,243,2,3,2,2,"A-",39.4047215681319,1
"F",2001-12-26,20214,"2021","HUILA","PITALITO","Estrato 2","N","ACADÉMICO",59,51,49,44,36,248,3,3,2,2,"A-",32.7422321524277,1
"M",2007-02-06,20234,"2023","NORTE SANTANDER","EL TARRA","Estrato 2","N","TÉCNICO/ACADÉMICO",46,27,45,44,37,201,2,1,2,2,"A-",43.8015868432725,2
"M",2003-09-16,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",38,40,30,35,44,182,2,2,1,1,"A-",58.4179299423998,3
"F",2003-03-09,20224,"2022","SUCRE","SINCELEJO","Estrato 1","N","ACADÉMICO",45,47,33,40,38,205,2,2,1,1,"A-",40.9144677555662,1
"M",2004-11-07,20234,"2023","TOLIMA","IBAGUÉ","Estrato 1","N","TÉCNICO",50,52,45,49,40,242,2,3,2,2,"A-",45.5315851070706,2
"F",2004-12-19,20214,"2021","HUILA","VILLAVIEJA","Estrato 1","N","ACADÉMICO",57,54,51,52,54,268,3,3,2,2,"A1",49.5111671480515,2
"F",2005-11-24,20224,"2022","ATLANTICO","BARRANQUILLA","Estrato 3","N","TÉCNICO/ACADÉMICO",66,56,66,63,55,311,4,3,3,3,"A1",62.1696284514265,3
"M",2005-08-19,20224,"2022","CORDOBA","LORICA","Estrato 1","N","TÉCNICO/ACADÉMICO",37,34,32,38,43,179,2,1,1,1,"A-",55.846019661039,3
"F",2003-10-05,20204,"2020","ARAUCA","FORTUL","Estrato 3","N","ACADÉMICO",46,37,33,39,40,194,2,2,1,1,"A-",45.6083050751128,2
"F",1991-07-21,20224,"2022","NARIÑO","CUMBAL","Sin Estrato","N","NO APLICA",53,41,40,42,35,217,3,2,2,1,"A-",32.7852913144004,1
"F",2005-06-11,20214,"2021","ARAUCA","SARAVENA","Estrato 3","N","ACADÉMICO",73,60,62,61,58,318,4,3,3,3,"A2",65.012572986149,4
"F",2005-05-12,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",72,56,63,62,52,312,4,3,3,3,"A1",53.7780621956195,3
"M",2004-03-06,20204,"2020","NORTE SANTANDER","TOLEDO","Estrato 2","N","TÉCNICO",69,67,52,62,54,309,4,3,3,2,"A1",67.0993259492318,4
"F",2006-04-16,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO",57,58,48,44,41,255,3,3,2,2,"A-",46.448355985889,2
"M",2007-06-27,20234,"2023","CESAR","AGUACHICA","Sin Estrato","N","ACADÉMICO",70,78,72,73,76,367,4,4,4,4,"B1",52.8955372718082,3
"F",2006-12-22,20234,"2023","SUCRE","CAIMITO","Estrato 1","N","ACADÉMICO",38,39,33,35,39,182,2,2,1,1,"A-",38.4397377626171,1
"F",2004-02-27,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",60,53,48,46,49,258,3,3,2,2,"A1",54.2471773311895,3
"M",2006-06-05,20224,"2022","CESAR","VALLEDUPAR","Estrato 1","N","ACADÉMICO",78,72,73,69,83,369,4,4,3,4,"B+",43.1981898136184,2
"F",2005-02-14,20214,"2021","RISARALDA","DOSQUEBRADAS","Estrato 2","N","TÉCNICO",61,61,47,54,54,278,3,3,2,2,"A1",66.7114027718336,4
"F",2004-02-07,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",70,58,61,59,100,325,4,3,3,3,"B+",59.9896001143973,3
"M",2005-04-26,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","TÉCNICO/ACADÉMICO",65,65,64,67,67,327,3,3,3,3,"A2",76.9643421814328,4
"M",2002-05-05,20214,"2021","TOLIMA","IBAGUÉ","Estrato 3","N","ACADÉMICO",64,63,65,58,57,310,3,3,3,3,"A1",55.014101496323,3
"F",2004-05-01,20214,"2021","ANTIOQUIA","URRAO","Estrato 3","N","TÉCNICO/ACADÉMICO",46,48,43,45,29,221,2,2,2,2,"A-",62.9327593640467,3
"F",2003-10-13,20204,"2020","ARAUCA","ARAUCA","Estrato 2","N","TÉCNICO",64,57,63,51,60,294,3,3,2,3,"A2",46.335434366727,2
"F",2004-03-05,20204,"2020","CUNDINAMARCA","FACATATIVÁ","Estrato 1","N","TÉCNICO/ACADÉMICO",60,62,58,63,63,305,3,3,3,3,"A2",54.9498527941179,3
"M",2002-10-30,20204,"2020","BOYACA","PUERTO BOYACÁ","Estrato 1","N","ACADÉMICO",50,56,50,43,40,245,2,3,2,2,"A-",54.2329058120292,3
"F",2005-09-06,20224,"2022","ANTIOQUIA","SAN ROQUE","Estrato 2","N","TÉCNICO/ACADÉMICO",58,48,46,42,49,243,3,2,2,2,"A1",63.1965084869359,3
"M",3-02-07,20211,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 5","N","ACADÉMICO",73,73,72,80,85,377,4,4,4,4,"B+",NA,NA
"F",2005-09-27,20234,"2023","ATLANTICO","JUAN DE ACOSTA","Estrato 2","N","TÉCNICO/ACADÉMICO",47,47,42,31,45,210,2,2,1,2,"A-",45.2632573667766,2
"F",2004-06-05,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",65,63,59,60,70,312,3,3,3,3,"B1",55.9941679230318,3
"M",2004-06-21,20234,"2023","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",50,29,33,35,37,184,2,1,1,1,"A-",35.8339035502254,1
"F",2004-05-29,20204,"2020","CESAR","VALLEDUPAR","Sin Estrato","N","TÉCNICO",47,46,44,51,47,235,2,2,2,2,"A-",43.3003087632632,2
"M",2003-10-24,20204,"2020","ANTIOQUIA","SAN JUAN DE URABÁ","Estrato 2","N","ACADÉMICO",39,47,43,32,43,202,2,2,1,2,"A-",39.502891489085,1
"M",2005-04-08,20214,"2021","CUNDINAMARCA","GIRARDOT","Estrato 2","N","ACADÉMICO",44,44,44,41,39,215,2,2,2,2,"A-",55.4603439954698,3
"M",2006-07-21,20234,"2023","HUILA","NEIVA","Sin Estrato","N","ACADÉMICO",56,73,56,54,57,298,3,4,2,3,"A1",44.6155120450163,2
"M",1956-03-12,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","NO APLICA",37,40,47,32,36,194,2,2,1,2,"A-",47.4674087276904,2
"M",2003-10-18,20204,"2020","ATLANTICO","BARRANQUILLA","Estrato 1","N","TÉCNICO",63,62,62,59,64,308,3,3,3,3,"A2",46.9130988418248,2
"M",2001-07-30,20201,"2020","LA GUAJIRA","ALBANIA","Estrato 3","S","ACADÉMICO",52,67,49,55,77,287,3,3,2,2,"B1",78.9686229846317,4
"F",2003-08-25,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",41,28,31,32,41,168,2,1,1,1,"A-",55.2556088436855,3
"F",2006-03-10,20234,"2023","NORTE SANTANDER","CÚCUTA","Sin Estrato","N","ACADÉMICO",59,54,55,48,58,272,3,3,2,2,"A2",NA,NA
"F",2007-10-11,20234,"2023","TOLIMA","ESPINAL","Estrato 1","N","ACADÉMICO",63,57,61,55,40,288,3,3,2,3,"A-",38.3714986260723,1
"M",2004-04-17,20214,"2021","CESAR","LA JAGUA DE IBIRICO","Estrato 2","N","TÉCNICO/ACADÉMICO",49,53,47,52,55,253,2,3,2,2,"A1",48.0296252153224,2
"F",2007-06-04,20234,"2023","BOLIVAR","EL CARMEN DE BOLÍVAR","Estrato 1","N","TÉCNICO",61,59,55,54,57,286,3,3,2,2,"A1",43.4975790259986,2
"M",2004-05-18,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",46,50,35,42,57,222,2,2,2,1,"A1",50.3248542472213,2
"M",2005-03-18,20234,"2023","NORTE SANTANDER","CÚCUTA","Estrato 2","N","ACADÉMICO",35,39,25,28,43,163,1,2,1,1,"A-",NA,NA
"M",2003-06-15,20204,"2020","TOLIMA","IBAGUÉ","Estrato 2","N","TÉCNICO/ACADÉMICO",61,60,50,54,42,276,3,3,2,2,"A-",65.748857069245,4
"F",2006-02-17,20234,"2023","CORDOBA","MONTERÍA","Estrato 2","N","ACADÉMICO",45,35,40,48,39,209,2,1,2,1,"A-",39.3991398472763,1
"F",2004-05-22,20214,"2021","CASANARE","TRINIDAD","Estrato 2","N","TÉCNICO",47,49,50,43,46,236,2,2,2,2,"A-",43.401518740242,2
"F",2007-01-26,20234,"2023","HUILA","NEIVA","Estrato 5","N","TÉCNICO",76,71,68,67,100,364,4,4,3,3,"B+",72.3357813512752,4
"F",2006-05-19,20234,"2023","HUILA","COLOMBIA","Estrato 1","N","ACADÉMICO",48,53,52,47,43,247,2,3,2,2,"A-",48.1841631634235,2
"F",2004-10-07,20214,"2021","NORTE SANTANDER","CONVENCIÓN","Estrato 1","N","TÉCNICO/ACADÉMICO",45,54,49,49,56,249,2,3,2,2,"A1",35.3401210135542,1
"M",2006-10-27,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",50,46,38,43,55,225,2,2,2,1,"A1",60.9671366232062,3
"M",2003-02-07,20214,"2021","MAGDALENA","FUNDACIÓN","Estrato 1","N","TÉCNICO/ACADÉMICO",44,47,51,53,40,240,2,2,2,2,"A-",50.3032327760552,2
"M",2003-08-16,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 4","N","ACADÉMICO",54,60,57,61,60,291,3,3,3,3,"A2",69.95892942232,4
"F",2005-02-06,20214,"2021","BOLIVAR","CARTAGENA DE INDIAS","Sin Estrato","S","TÉCNICO/ACADÉMICO",54,39,44,47,54,233,3,2,2,2,"A1",44.4343027357475,2
"F",2005-12-25,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",54,60,36,51,38,247,3,3,2,1,"A-",39.1026189422263,1
"F",2005-10-30,20224,"2022","ANTIOQUIA","CARACOLÍ","Sin Estrato","N","ACADÉMICO",48,55,57,54,47,265,2,3,2,3,"A-",NA,NA
"M",2006-06-07,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","TÉCNICO/ACADÉMICO",56,46,41,50,53,243,3,2,2,2,"A1",60.9000951070543,3
"F",2006-08-25,20224,"2022","RISARALDA","BALBOA","Estrato 1","N","TÉCNICO/ACADÉMICO",58,51,61,56,53,281,3,3,3,3,"A1",46.9124009736839,2
"M",2004-07-07,20224,"2022","MAGDALENA","SANTA MARTA","Estrato 2","N","TÉCNICO",35,34,27,42,41,175,1,1,2,1,"A-",52.0986871023646,3
"F",2006-01-06,20224,"2022","ATLANTICO","SOLEDAD","Estrato 2","N","NO APLICA",50,32,35,33,37,187,2,1,1,1,"A-",55.3553540123302,3
"M",2006-04-18,20234,"2023","NORTE SANTANDER","LA ESPERANZA","Estrato 2","N","TÉCNICO",48,49,39,49,51,233,2,2,2,1,"A1",49.7585678303165,2
"M",2003-06-09,20204,"2020","CUNDINAMARCA","GIRARDOT","Estrato 3","N","NO APLICA",36,46,31,32,36,181,2,2,1,1,"A-",57.2203441694266,3
"M",2005-07-22,20224,"2022","VALLE","TULUÁ","Estrato 1","N","TÉCNICO",68,59,57,58,45,297,4,3,3,3,"A-",45.2489911985913,2
"F",2006-12-27,20234,"2023","ATLANTICO","SABANAGRANDE","Estrato 1","N","TÉCNICO",57,43,52,53,41,252,3,2,2,2,"A-",46.2127676163661,2
"F",2005-06-29,20214,"2021","ANTIOQUIA","APARTADÓ","Estrato 1","N","TÉCNICO/ACADÉMICO",44,25,32,35,39,172,2,1,1,1,"A-",46.9026735375375,2
"F",2004-12-05,20214,"2021","NORTE SANTANDER","ARBOLEDAS","Estrato 2","N","TÉCNICO/ACADÉMICO",58,54,53,58,61,281,3,3,3,2,"A2",45.0216727629439,2
"M",2005-06-18,20224,"2022","TOLIMA","IBAGUÉ","Estrato 6","N","ACADÉMICO",44,32,27,35,37,173,2,1,1,1,"A-",40.3479490300037,1
"F",2005-09-19,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 2","N","NO APLICA",59,52,51,45,63,263,3,3,2,2,"A2",53.6290094331136,3
"F",2004-06-07,20214,"2021","VALLE","EL CERRITO","Estrato 2","N","TÉCNICO/ACADÉMICO",37,36,29,30,37,167,2,2,1,1,"A-",56.6693607147711,3
"F",2003-07-21,20204,"2020","CORDOBA","MONTERÍA","Estrato 1","N","ACADÉMICO",41,44,40,41,39,207,2,2,2,1,"A-",42.1625528568201,2
"F",2003-10-14,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",62,53,62,45,55,277,3,3,2,3,"A1",48.4037435444778,2
"M",2004-04-06,20214,"2021","BOLIVAR","CARTAGENA DE INDIAS","Estrato 2","N","TÉCNICO/ACADÉMICO",55,50,43,37,41,229,3,2,1,2,"A-",62.0677949074579,3
"F",2003-09-11,20214,"2021","BOYACA","SOGAMOSO","Sin Estrato","N","TÉCNICO/ACADÉMICO",52,45,50,44,46,238,3,2,2,2,"A-",47.2079679103194,2
"F",2004-01-21,20204,"2020","CUNDINAMARCA","FACATATIVÁ","Estrato 3","N","ACADÉMICO",48,36,44,36,34,202,2,2,1,2,"A-",53.0084339200976,3
